location,well_or_spring_name,utm_e,utm_n,depth_bgl_in_m,rock_type,stratigraphic_period,temperature_in_c,electrical_conductivity_25c_in_uS/cm,pH,redox_potential_in_mV,total_dissolved_solids_in_mmol/L,O2_in_mmol/L,Na_in_mmol/L,Mg_in_mmol/L,Ca_in_mmol/L,Cl_in_mmol/L,SO4_in_mmol/L,HCO3_in_mmol/L,Li_in_mmol/L,K_in_mmol/L,Sr_in_umol/L,NH4_in_umol/L,Fe_in_mmol/L,Mn_in_mmol/L,F_in_umol/L,NO3_in_mmol/L,H2SiO3_in_umol/L,HS_in_mmol/L
Στερεά Ελλάδα,Δ59,38.85814,22.36482,,,Cretaceous,16.9,561,7.6,,460,,4.6,11.4,68.1,7.1,9.6,250,,0.8,,,630,,,,,
Στερεά Ελλάδα,Δ60,38.85814,22.36482,,,,15.5,520,7.5,,440,,7.8,16.5,88.2,7.1,28.8,308,,0.8,,,260,,,,,
Στερεά Ελλάδα,Δ66,38.90972,22.55742,,,,17,816,7.7,,440,,11.5,19.5,76.2,14.2,33.6,281,,0.8,,,0,,,,,
Στερεά Ελλάδα,Δ68,38.90071,22.48966,,,,17.2,1071,7.5,,380,,16.1,29.7,57.7,19.5,18.3,287,,1.6,,,410,,,,,
Στερεά Ελλάδα,Δ69,38.84905,22.47931,,,,17,,7.7,,670,,9.2,14.1,67.3,14.2,13.9,250,,1.6,,,380,,,,,
Στερεά Ελλάδα,Δ70,38.84905,22.47931,,,,17.8,14000,7.7,,880,,66.7,26.3,68.9,42.5,6.7,458,,0.8,,,750,,,,,
Στερεά Ελλάδα,30,38.87132,22.24096,,,,30.5,14900,6.4,,,,1867,377,621,4116,59,2379,2,257,,,,,,,,
Στερεά Ελλάδα,32,38.87132,22.24096,,,,34,13530,6.2,,,,1932,54,885,4105,190,183,12,312,,,,,,,,
Στερεά Ελλάδα,34,38.87132,22.24096,,,,34.5,13300,6.6,,,,133,241,609,3900,26,1600,6,98,,,,,,,,
Στερεά Ελλάδα,35,38.87132,22.24096,,,,16,480,7,,,,25,18,100,10,63,340,0.02,2,,,,,,,,
Στερεά Ελλάδα,Ipati 24,38.87132,22.24096,,,,30.5,,6.35,,,,,186.12,619.6,4116.0995,29.28,2378.39,,256.23,,,,,,,,
Στερεά Ελλάδα,Ipati 24,38.87132,22.24096,,,,30.5,14900,6.35,,,,2000,377,621,4116.6,58.4667,0,,257,,,,,,,,
Στερεά Ελλάδα,Δ9,38.87132,22.24096,,,,29.7,500,6.5,,,,,,,,,,,,,,0,,,,,
Στερεά Ελλάδα,Δ10,38.87132,22.24096,,,,32.5,300,6.6,,,,1839,321,861.7,4503,768,647,,156.4,,,0,,,,,
Στερεά Ελλάδα,Δ11,38.87132,22.24096,,,,18.4,449,7.8,,,,1701,333.2,801.6,4255,744,610,,156.4,,,240,,,,,
Στερεά Ελλάδα,Δ12,38.87132,22.24096,,,,18.6,408,8,,,,5.7,19,52.9,7.1,52.8,200,,3.9,,,0,,,,,
Στερεά Ελλάδα,Δ62,38.87132,22.24096,,,,15.7,398,7.8,,380,,5.7,6.8,54.5,7.1,15.8,192,,0.8,,,0,,,,,
Στερεά Ελλάδα,Δ63,38.87132,22.24096,,,,14.9,430,7.5,,345,,6.9,12.6,71.3,8.9,9.6,272,,0.8,,,1460,,,,,
Στερεά Ελλάδα,Δ64,38.87132,22.24096,,,,14.9,640,7.5,,340,,6.9,15.1,58.5,12.4,9.6,241,,0.8,,,0,,,,,
Στερεά Ελλάδα,Δ73,38.87132,22.24096,,,,16.5,600,7.6,,370,,6.9,10.7,62.5,12.4,12,235,,0.8,,,290,,,,,
Στερεά Ελλάδα,Δ74,38.87132,22.24096,,,,16.4,610,7.7,,540,,7.8,11.2,67.3,3.5,19.2,256,,0.8,,,0,,,,,
Στερεά Ελλάδα,Δ75,38.87132,22.24096,,,,15.5,630,7.6,,500,,6.4,15.1,112.2,7.1,49.5,342,,1.6,,,200,,,,,
Στερεά Ελλάδα,Δ76,38.87132,22.24096,,,,14.3,612,7.5,,530,,7.8,19.9,93,7.1,42.7,317,,1.6,,,0,,,,,
Στερεά Ελλάδα,Δ77,38.87132,22.24096,,,,17.9,300,7.7,,600,,5.5,9.2,114.6,5.3,53.8,336,,3.1,,,0,,,,,
Στερεά Ελλάδα,Δ79,38.87132,22.24096,,,,23.1,638,8,,540,,16.6,14.6,118.6,30.1,38.9,371,,2.3,,,0,,,,,
Στερεά Ελλάδα,36,38.97007,22.12106,,,,34.3,600,8,,,,24,2,5,142,33,100,0.4,2,,,,,,,,
Στερεά Ελλάδα,37,38.97007,22.12106,,,,28.3,480,7.5,,,,32,17,48,18,24,244,0.08,1,,,,,,,,
Στερεά Ελλάδα,38,38.97007,22.12106,,,,26.4,480,7.6,,,,28,19,51,18,14,262,0.006,1,,,,,,,,
Στερεά Ελλάδα,39,38.97007,22.12106,,,,17.6,720,7.5,,,,110,32,107,34,77,389,0.01,1,,,,,,,,
Στερεά Ελλάδα,40,38.97007,22.12106,,,,27,510,7.6,,,,11690,22,37,20,14,252,0.01,0.4,,,,,,,,
Στερεά Ελλάδα,41,38.97007,22.12106,,,,32,650,8.9,,,,,3,2,131,20,50,0.01,2,,,,,,,,
Στερεά Ελλάδα,42,38.97007,22.12106,,,,,,,,,,,420,160,3050,0.2,20900,4.7,490,,,,,,,,
Στερεά Ελλάδα,Δ13,38.973,22.1662,,,,30.8,380,10.8,,,,24.1,2.9,32.1,21.3,9.6,85.4,,0.8,,,0,,,,,
Στερεά Ελλάδα,Δ52,38.973,22.1662,,,,27.3,600,10.8,,,,23.4,29.9,34.5,17.7,2.4,287,,0.8,,,0,,,,,
Στερεά Ελλάδα,Δ14,38.973,22.1662,,,,25.3,440,10.8,,,,25.3,2.2,42.9,35.5,17.8,128,,0.8,,,0,,,,,
Στερεά Ελλάδα,Δ15,38.97007,22.12106,,,,34.3,1020,8,,,,133.3,1.9,4.8,141.8,33.1,100,,2.3,,,100,,,,,
Στερεά Ελλάδα,Δ16,38.97007,22.12106,,,,28.3,680,7.5,,,,25.3,17,48.1,17.7,24,244,,0.8,,,0,,,,,
Στερεά Ελλάδα,Δ27,38.973,22.1662,,,,17.3,620,7.5,,,,28.1,45.68,131.46,71,74.4,485.56,,0,,,0,,,,,
Στερεά Ελλάδα,Δ28,38.973,22.1662,,,,17.4,960,8.3,,,,5.5,99.6,8.82,28.4,11.9,529.48,,0,,,0,,,,,
Στερεά Ελλάδα,Δ29,39.01544,22.13054,,,,16.2,820,8.6,,,,1.9,89.9,9.62,28.4,9.36,452.62,,0,,,0,,,,,
Στερεά Ελλάδα,Δ30,38.93213,22.2595,,,,18,650,7.6,,575,,22.62,53.95,107.41,42.6,122.98,218.38,,7,,,0,,,,,
Στερεά Ελλάδα,Δ32,38.94692,22.1441,,,,14.8,1060,7.8,,492,,28.1,27.7,99.4,21.3,100.88,362.34,,0.89,,,1386,,,,,
Στερεά Ελλάδα,Δ33,38.94692,22.1441,,,,15,860,8,,390,,24.7,18.95,76.95,14.2,34.11,333.06,,1.17,,,0,,,,,
Στερεά Ελλάδα,Δ34,38.973,22.1662,,,,18,840,8.1,,636,,4.7,134.14,17.64,14.2,8.21,683.2,,0.07,,,0,,,,,
Στερεά Ελλάδα,Δ35,38.973,22.1662,,,,15.9,640,8.2,,516,,11.6,83.59,40.08,14.2,39.39,508.74,,0.8,,,0,,,,,
Στερεά Ελλάδα,Δ36,38.973,22.1662,,,,15.9,780,8.2,,504,,9.9,73.39,51.3,10.65,52.84,472.14,,0.37,,,0,,,,,
Στερεά Ελλάδα,Δ37,38.94692,22.1441,,,,14.7,780,8.6,,384,,18.8,20.9,78.56,17.75,47.08,300.12,,1.06,,,0,,,,,
Στερεά Ελλάδα,Δ44,38.973,22.1662,,,,16,720,8,,640,,2.3,96.3,16,7.1,10.6,509,,0.08,,,0,,,,,
Στερεά Ελλάδα,Δ45,38.973,22.1662,,,,16,904,8.2,,640,,1.15,100,11.2,7.1,10.6,513,,0.39,,,0,,,,,
Στερεά Ελλάδα,Δ46,38.973,22.1662,,,,16.6,404,8.2,,600,,1.15,92.9,10.8,7.1,12.5,470,,0.39,,,0,,,,,
Στερεά Ελλάδα,Δ48,38.97007,22.12106,,,,17.6,511,7.5,,,,32.2,32.1,107,33.7,76.8,389,,0.8,,,100,,,,,
Στερεά Ελλάδα,Δ50,38.92374,22.165,,,,14,620,7.5,,,,4.6,7.7,63.3,3.5,48,171,,0.8,,,1630,,,,,
Στερεά Ελλάδα,Δ51,38.97007,22.12106,,,,26.4,690,7.6,,,,23.9,18.5,50.5,17.7,13.9,262,,0.8,,,0,,,,,
Στερεά Ελλάδα,Δ38,39.12709,22.30654,,,,14.9,850,8.3,,372,,9.5,34.02,72.14,21.27,17.1,340.38,,0,,,0,,,,,
Στερεά Ελλάδα,Δ39,39.02608,22.25607,,,,14.8,730,8.9,,414,,4.1,90.4,3.21,14.18,9.9,348.92,,1.1,,,0,,,,,
Στερεά Ελλάδα,Δ40,39.06394,22.18191,,,,18.3,400,8.7,,510,,2.2,120.53,1.6,7.09,5.19,524.6,,0.08,,,0,,,,,
Στερεά Ελλάδα,Δ41,39.06394,22.18191,,,,14.5,380,8.6,,438,,3.4,86.51,20.84,10.64,24.6,394.06,,0.39,,,0,,,,,
Στερεά Ελλάδα,Δ17,38.89903,22.06115,,,,28.4,460,9.5,,,,92,0.5,0.8,31.9,37.5,142,,0.8,,,0,,,,,
Στερεά Ελλάδα,Δ22,38.89903,22.06115,,,,24.3,330,9.7,,,,80,0.5,1.6,28.4,25,,,0.4,,,0,,,,,
Στερεά Ελλάδα,Δ25,38.89903,22.06115,,,,15.9,397,7.8,,,,14,15.6,72.1,16,57.6,242,,2.3,,,570,,,,,
Στερεά Ελλάδα,Δ26,38.9001,22.04621,,,,17.1,,9.1,,,,15.6,0.97,1.6,35.5,22.8,173.24,,0,,,0,,,,,
Στερεά Ελλάδα,Δ80,38.89903,22.06115,,,,24.3,795,9.4,,250,,57.5,16.1,3.2,28.4,28.5,76,,0.8,,,0,,,,,
Στερεά Ελλάδα,Δ130,38.89903,22.06115,,,,18.5,,,,,,,,,,,,,,,,,,,,,
Στερεά Ελλάδα,Δ84,38.90985,21.91489,,,,15.2,329,7.6,,620,,179,1.95,2.4,21.3,28.8,360,,1.6,,,0,,,,,
Στερεά Ελλάδα,Δ124,38.85092,21.93154,,,,13,567,7.7,,280,,11.8,12.7,41.5,7.8,35.6,168,,0.9,,,120,,,,,
Στερεά Ελλάδα,Δ125,38.82284,22.01446,,,,14.4,533,7.5,,520,,21.5,6.3,96.2,11,48.4,315,,0.9,,,0,,,,,
Στερεά Ελλάδα,Δ126,38.80379,22.10599,,,,16.5,783,7.7,,500,,35.3,16.2,61.1,8.9,21.2,333,,1.7,,,0,,,,,
Στερεά Ελλάδα,Δ127,38.90426,22.10355,,,,24.3,703,7.9,,770,,119,23.8,44.9,13.5,21,530,,2.2,,,0,,,,,
Στερεά Ελλάδα,Δ128,38.90426,22.10355,,,,15.8,,7.7,,650,,70.2,23.2,61.1,11.7,86.5,381,,3,,,0,,,,,
Στερεά Ελλάδα,1,38.87471,23.04271,,,,75,,7.2,,,,10631,326,1507,18970,1150,300,1.3,470,,,,,,,,
Στερεά Ελλάδα,2,38.87471,23.04271,,,,70,60200,6.3,,,,11297,325,1600,19250,1140,617,1.3,450,,,,,,,,
Στερεά Ελλάδα,3,38.87471,23.04271,,,,83,,5.9,,,,10046,381,1978,19535,2980,561,1,296,,,,,,,,
Στερεά Ελλάδα,4,38.87471,23.04271,,,,83,,6.2,,,,12791,399,2085,19676,2765,641,0,291,,,,,,,,
Στερεά Ελλάδα,5,38.87471,23.04271,,,,71,,6,,,,49,375,2343,18967,2699,671,1.6,361,,,,,,,,
Στερεά Ελλάδα,6,38.87471,23.04271,,,,70,,5.8,,,,2710,350,2039,19499,2825,610,1.6,472,,,,,,,,
Στερεά Ελλάδα,7,38.87471,23.04271,,,,18,726,7,,,,,44,101,89,59,190,0.005,1,,,,,,,,
Στερεά Ελλάδα,Kammena Vourla,38.7793,22.78989,,,,34,23000,6.08,,12388,,3574.2,211.2,1296,6558.25,614.4,640.5,,132.6,,,,,,,,
Στερεά Ελλάδα,Asproneri,38.78693,22.82345,,,,18,1000,7.9,,716,,85.1,34.8,140,120.53,24,378.2,,2.73,,,,,,,,
Στερεά Ελλάδα,Thermopilae,38.79961,22.54452,,,,40,16400,6.01,,9167,,2392,188.4,1096,4466.7,508.8,951.6,,105.3,,,,,,,,
Στερεά Ελλάδα,Ipati,38.87132,22.24096,,,,32,17000,6.22,,9834,,2024,172.8,1760,4183.1,57.6,2275.3,,210.6,,,,,,,,
Στερεά Ελλάδα,Ipati stream,38.87132,22.24096,,,,14,400,7.71,,391,,23,7.2,128,2.836,48,244,,2.34,,,,,,,,
Στερεά Ελλάδα,Platistomo,38.97007,22.12106,,,,26,400,7.35,,400,,13.11,19.2,120,17.725,14.4,274.5,,0.78,,,,,,,,
Στερεά Ελλάδα,Platistomo stream,38.97007,22.12106,,,,13,400,7.73,,361,,11.5,15.6,116,4.254,38.4,231.8,,1.17,,,,,,,,
Στερεά Ελλάδα,Platistomo 2,38.97007,22.12106,,,,27,600,7.3,,555,,114.08,1.2,100,116.985,33.6,237.9,,1.17,,,,,,,,
Στερεά Ελλάδα,Aedipsos,38.87471,23.04271,,,,80,60200,6.42,,33547,,10299.4,279.6,3312,19284.8,1008,640.5,,351,,,,,,,,
Στερεά Ελλάδα,Ghialtra,38.87471,23.04271,,,,44,68000,6.2,,35115,,9998.1,489.6,3560,18327.65,3744,305,,335.4,,,,,,,,
Στερεά Ελλάδα,Kaitza loutra,38.87471,23.04271,,,,21,700,7.4,,669,,82.8,14.4,160,31.196,19.2,439.2,,1.95,,,,,,,,
Στερεά Ελλάδα,Kaitza loutra stream,38.87471,23.04271,,,,15,600,8.35,,619,,3.45,79.2,76,3.545,0.48,494.1,,0.39,,,,,,,,
Θεσσαλία,Smokovo,39.13111,22.05892,,,,38,300,9.78,,267,,69,0.24,2.8,17.3705,19.2,91.5,,0.78,,,,,,,,
Θεσσαλία,Smokovo stream,39.12965,22.01278,,,,13,300,8.6,,240,,7.59,6.6,80,1.7725,24,146.4,,1.17,,,,,,,,
Κεντρική Μακεδονία,Loutrochori,40.7238,22.1105,,,,22,1000,7.13,,839,,87.4,13.8,240,131.165,7.68,469.7,,8.58,,,,,,,,
Κεντρική Μακεδονία,Loutraky Voras,40.97069,21.94575,,,,37,1000,6.42,,976,,37.49,21.6,344,27.651,16.32,695.4,,5.07,,,,,,,,
Κεντρική Μακεδονία,Loutraky Voras stream,40.97101,21.91571,,,,16,500,6.99,,427,,7.82,15.6,152,6.0265,9.6,311.1,,1.17,,,,,,,,
Κεντρική Μακεδονία,Piperia,40.97101,21.91571,,,,15,500,7.79,,413,,8.74,18,140,5.672,3.84,305,,1.95,,,,,,,,
Κεντρική Μακεδονία,Promachi Voras,41.02417,22.00579,,,,26,800,6.65,,817,,22.08,2.4,352,7.4445,57.6,549,,2.34,,,,,,,,
Κεντρική Μακεδονία,Promachi Voras stream,41.02417,22.00579,,,,16,500,7.97,,402,,16.1,15.6,132,6.0265,46.08,250.1,,2.34,,,,,,,,
Κεντρική Μακεδονία,Thermes,40.54731,23.02348,,,,39,1100,9.8,,604,,190.9,0.24,8.8,251.695,38.4,73.2,,2.34,,,,,,,,
Κεντρική Μακεδονία,Souroti,40.47161,23.09369,,,,19,2200,6.18,,2081,,200.1,76.8,488,219.79,86.4,1238.3,,15.99,,,,,,,,
Κεντρική Μακεδονία,Souroti 2,40.47161,23.09369,,,,19,2400,7.11,,1816,,363.4,19.2,336,496.3,38.4,713.7,,16.38,,,,,,,,
Κεντρική Μακεδονία,Eleohoria,40.33777,23.17012,,,,34,1900,6.05,,1485,,78.2,39.6,520,106.35,24.96,957.7,,18.33,,,,,,,,
Κεντρική Μακεδονία,Aghia Paraskeui,40.48102,23.04884,,,,40,63300,5.96,,36649,,11000.9,823.2,1864,20561,1296,1616.5,,390,,,,,,,,
Κεντρική Μακεδονία,Aghia Paraskeui seawater,40.48102,23.04884,,,,19,71000,7.77,,37767,,11999.1,1344,984,22422.125,835.2,183,,460.2,,,,,,,,
Κεντρική Μακεδονία,Nea Apolonia,40.62423,23.44405,,,,44,1400,7.86,,1097,,305.9,1.2,60,62.0375,355.2,335.5,,6.63,,,,,,,,
Κεντρική Μακεδονία,Lake,40.67788,23.45349,,,,17,900,8.92,,686,,154.1,25.2,44,124.075,8.16,323.3,,5.07,,,,,,,,
Κεντρική Μακεδονία,Ninfopetra,40.67788,23.45349,,,,39,1200,7.92,,925,,253,2.4,48,28.36,412.8,201.3,,3.51,,,,,,,,
Κεντρική Μακεδονία,Langhada,40.67788,23.45349,,,,42,1000,7.45,,800,,133.4,16.8,136,40.7675,163.2,372.1,,5.07,,,,,,,,
Κεντρική Μακεδονία,Sidirokastro,41.23415,23.38766,,,,44,1700,6.32,,1613,,255.3,23.4,296,63.81,168,915,,39,,,,,,,,
"Aνατολική Μακεδονία, Θράκη",Aghia Varvara,41.14514,24.14156,,,,47,1700,7.04,,1703,,262.2,22.8,304,56.72,163.2,1006.5,,39,,,,,,,,
"Aνατολική Μακεδονία, Θράκη",Aghia Varvara 2,41.14514,24.14156,,,,49,1900,6.02,,2019,,285.2,34.8,380,56.72,172.8,1238.3,,46.8,,,,,,,,
Κεντρική Μακεδονία,Aghistro,41.376,23.44328,,,,40,500,7.5,,387,,62.1,7.2,72,31.905,57.6,189.1,,3.51,,,,,,,,
"Aνατολική Μακεδονία, Θράκη",Genissea,41.06006,24.96244,,,,62,8200,6.56,,5244,,1499.6,9,300,1754.775,211.2,1476.2,,140.4,,,,,,,,
"Aνατολική Μακεδονία, Θράκη",Genissea 2 well,41.06006,24.96244,,,,70,8800,6.74,,5384,,1575.5,10.8,308,1737.05,182.4,1573.8,,148.2,,,,,,,,
"Aνατολική Μακεδονία, Θράκη",Kessani,41.03449,25.07144,,,,17,700,7.87,,521,,42.55,15.6,168,56.72,57.6,262.3,,1.95,,,,,,,,
"Aνατολική Μακεδονία, Θράκη",Sykoraki,41.03449,25.07144,,,,31,400,6.04,,239,,29.9,5.52,56,43.6035,96,18.3,,1.17,,,,,,,,
"Aνατολική Μακεδονία, Θράκη",Trianopoli,40.88444,26.04828,,,,50,17000,6.9,,8623,,2599,13.2,1080,4679.4,441.6,237.9,,117,,,,,,,,
"Aνατολική Μακεδονία, Θράκη",Trianopoli spring,40.88444,26.04828,,,,15,1300,7.41,,1016,,92,18,324,253.4675,76.8,396.5,,16.38,,,,,,,,
"Aνατολική Μακεδονία, Θράκη",Echinos,41.27528,24.973,,,,52,1600,6.42,,1167,,163.3,9.6,288,48.212,124.8,658.8,,18.72,,,,,,,,
"Aνατολική Μακεδονία, Θράκη",Echinos 2,41.27528,24.973,,,,53,1500,6.32,,1161,,157.55,7.2,280,51.4025,139.2,646.6,,18.72,,,,,,,,
"Aνατολική Μακεδονία, Θράκη",Echinos spring,41.27528,24.973,,,,11,300,7.24,,258,,11.27,7.92,95.2,6.0265,43.2,140.3,,1.17,,,,,,,,
Κεντρική Μακεδονία,Paradisos,40.10308,23.77729,,,,16,300,6.64,,348,,4.6,7.2,146.4,6.0265,11.52,244,,1.56,,,,,,,,
Κεντρική Μακεδονία,Paradisos well,40.10308,23.77729,,,,23,17000,11.18,,7730,,2725.5,1.2,1004,4714.85,28.8,12.2,,105.3,,,,,,,,
"Aνατολική Μακεδονία, Θράκη",Paranesti Drama,41.26748,24.49913,,,,55,2200,6.66,,1897,,414,3.6,171.2,85.08,100.8,1171.2,,35.1,,,,,,,,
"Aνατολική Μακεδονία, Θράκη",Paranesti strem,41.26748,24.49913,,,,12,300,7.65,,261,,10.58,4.68,104,0.2708,9.6,176.9,,1.17,,,,,,,,
"Aνατολική Μακεδονία, Θράκη",Elephtere,41.26748,24.49913,,,,42,4600,6.05,,2938,,630.2,13.2,560,776.355,4.8,1189.5,,54.6,,,,,,,,
"Aνατολική Μακεδονία, Θράκη",Elephtere stream,41.26748,24.49913,,,,15,1100,7.1,,923,,124.89,13.2,232,177.25,28.8,451.4,,10.92,,,,,,,,
Κεντρική Μακεδονία,Nigrita,40.90636,23.49984,,,,43,4100,6.5,,3591,,669.3,112.8,272,180.795,124.8,2281.4,,85.8,,,,,,,,
Κεντρική Μακεδονία,Nigrita stream,40.90636,23.49984,,,,17,400,7.2,,399,,22.77,7.2,124,1.7725,48,237.9,,2.73,,,,,,,,
Κεντρική Μακεδονία,Nigrita 2 well,40.90636,23.49984,,,,61,4100,6.77,,3484,,625.6,94.8,300,198.52,139.2,2189.9,,85.8,,,,,,,,
Στερεά Ελλάδα,Platistomo,38.97007,22.12106,,,,30.9,645,8.95,,,,120,2.92,11.3,121.746,17.536,,,4.47,,,,,,,,
Στερεά Ελλάδα,Arkani,38.973,22.1662,,,,27.6,584,11.35,,,,18.6,0.75,34.4,16.27,0.193,,,4.86,,,,,,,,
Στερεά Ελλάδα,Arkani,38.973,22.1662,,,,16.9,875,7.45,,,,1.35,107,21.9,4.858,4.706,,,4.79,,,,,,,,
Πελοπόννησος,LOUTRAKI-EOT 1991,37.97511,22.98078,,,,32,,7.3,,,,20,103,121,750,180,305,0.1,17,,,,,,,,
Πελοπόννησος,LOUTRAKI- Karantani 1991,37.97511,22.98078,,,,33,,7.2,,,,2390,103,119,770,170,305,0.1,15,,,,,,,,
Πελοπόννησος,LOUTRAKI- Posimo 1991,37.97511,22.98078,,,,20,,7.6,,,,2440,63,8,16,2,366,,5,,,,,,,,
Aττική,METHANA- Ag. Nikolaos,37.63656,23.35236,,,,35,,5.9,,,,2385,60,170,4700,610,1110,0.7,85,,,,,,,,
Aττική,METHANA- Ag. Nikolaos,37.63656,23.35236,,,,35,,5.9,,,,2690,80,230,4400,600,1150,,80,,,,,,,,
Aττική,METHANA- Ag. Nikolaos,37.63656,23.35236,,,,35,,5.9,,,,2280,58,172,3370,610,1106,,84,,,,,,,,
Aττική,METHANA- Ag. Nikolaos,37.63656,23.35236,,,,37,,6.7,,,,2460,320,400,4650,710,1280,0.6,205,,,,,,,,
Aττική,METHANA- Ag. Nikolaos,37.63656,23.35236,,,,35,,6.5,,,,11400,300,375,4600,420,1140,0.8,90,,,,,,,,
Aττική,METHANA- Ag. Nikolaos,37.63656,23.35236,,,,36,,7.8,,,,11900,270,340,3950,770,1220,0.6,180,,,,,,,,
Aττική,METHANA- Ag. Nikolaos,37.63656,23.35236,,,,32,,5.6,,,,9600,1690,1480,20470,2730,1647,0.5,380,,,,,,,,
,METHANA- Pausanias,37.63778,23.36023,,,,33,,6.7,,,,11600,1350,960,21050,2700,1700,0.6,580,,,,,,,,
,METHANA- Pausanias,37.63778,23.36023,,,,29,,6.1,,,,10920,1140,995,18500,1450,1570,0.6,340,,,,,,,,
,METHANA- Pausanias,37.63778,23.36023,,,,32,,6.1,,,,10600,1300,940,19500,2700,1650,0.6,560,,,,,,,,
Aττική,METHANA- ΕΟΤ,37.58347,23.38861,,,,33,,5.5,,,,12050,1750,1140,19300,2830,1010,2,440,,,,,,,,
Aττική,METHANA- ΕΟΤ,37.58347,23.38861,,,,31,,6.1,,,,11100,1790,890,21015,2260,920,1.4,470,,,,,,,,
Aττική,METHANA- ΕΟΤ,37.58347,23.38861,,,,31,,7,,,,40,1300,950,22000,3100,1090,1.3,750,,,,,,,,
Aττική,METHANA- ΕΟΤ,37.58347,23.38861,,,,32,,6,,,,20,1270,950,21580,2300,1920,1.5,470,,,,,,,,
Aττική,METHANA- posimoa,37.58347,23.38861,,,,18,,7.5,,,,40,10,30,80,22,140,,5,,,,,,,,
Aττική,POROS spring,37.5104,23.47147,,,,21,,7.4,,,,12650,30,120,35,35,460,0.02,0.6,,,,,,,,
Aττική,POROS Borehole,37.5104,23.47147,,,,19,,7,,,,12800,85,61,132,30,465,0.01,2.5,,,,,,,,
Aττική,POROS- Seawater,37.5104,23.47147,,,,,,,,,,,1540,485,22550,2950,165,0.2,450,,,,,,,,
Aττική,POROS- Seawater,37.5104,23.47147,,,,,,,,,,,1440,465,22950,3050,210,0.2,510,,,,,,,,
Πελοπόννησος,Sousaki S-GP4,37.91561,23.06743,,,,75,,7.5,,,,14250,745,1050,25450,1540,1630,65,2290,,,,,,,,
Πελοπόννησος,Sousaki S-GP4,37.91561,23.06743,,,,60,,6.8,,,,13150,700,1000,25100,1100,380,110,2100,,,,,,,,
Πελοπόννησος,Sousaki S-GP1,37.91561,23.06743,,,,65,,6.5,,,,11700,750,800,21100,1340,1600,52,1560,,,,,,,,
"Aνατολική Μακεδονία, Θράκη",1,40.49249,25.65662,,,,17,97,7.4,,,,12500,0.9,9.6,9.3,6.1,55,,2,,,,,,,,
"Aνατολική Μακεδονία, Θράκη",2,40.49146,25.61266,,,,13,163,7.4,,,,170,1.9,22.4,6.9,10.3,91.5,,2.4,,,,,,,,
"Aνατολική Μακεδονία, Θράκη",3,40.50316,25.60293,,,,21,53300,8.2,,,,150,1361,433,20259,2792,189,0.22,480,,,,,,,,
"Aνατολική Μακεδονία, Θράκη",4,40.46268,25.51184,,,,22,1222,7.5,,,,5001,41.3,147.3,63,261,390,,10,,,,,,,,
"Aνατολική Μακεδονία, Θράκη",5,40.46268,25.51184,,,,60,1113,7.7,,,,6022,36.5,60.1,126,100,378,0.06,7,,,,,,,,
"Aνατολική Μακεδονία, Θράκη",6,40.49656,25.60437,,,,52,20000,6,,,,2225,45,910,8585,39,348,7.1,594,,,,,,,,
"Aνατολική Μακεδονία, Θράκη",7,40.49656,25.60437,,,,43,20000,6,,,,4517,57,977,11335,28,342,9.7,648,,,,,,,,
"Aνατολική Μακεδονία, Θράκη",8,40.49656,25.60437,,,,51,16070,6.9,,,,6595,22,70,3278,10,305,3.7,265,,,,,,,,
"Aνατολική Μακεδονία, Θράκη",9,40.49656,25.60437,,,,59,20000,5.5,,,,6877,33,472,8255,20,342,6.7,527,,,,,,,,
"Aνατολική Μακεδονία, Θράκη",10,40.49656,25.60437,,,,39,20000,5.9,,,,5761,79,787,12160,11,305,11.4,1053,,,,,,,,
"Aνατολική Μακεδονία, Θράκη",11,40.49656,25.60437,,,,35,20000,6,,,,6154,86,1219,12187,5,336,10,635,,,,,,,,
"Aνατολική Μακεδονία, Θράκη",12,40.49656,25.60437,,,,48,20000,6.3,,,,9286,96,1218,11736,5,360,9.7,589,,,,,,,,
"Aνατολική Μακεδονία, Θράκη",13,40.49656,25.60437,,,,70,20000,5.5,,,,4013,89,1200,12658,71,348,10.7,678,,,,,,,,
"Aνατολική Μακεδονία, Θράκη",14,40.49656,25.60437,,,,67,20000,5.9,,,,6263,68,1406,18267,74,183,11.9,1282,,,,,,,,
"Aνατολική Μακεδονία, Θράκη",15,40.49656,25.60437,,,,73.4,20000,6,,,,108,38,611,7959,32,340,11.3,557,,,,,,,,
"Aνατολική Μακεδονία, Θράκη",16,40.49656,25.60437,,,,,20000,6.3,,,,13739,102,1065,12907,52,311,11.1,752,,,,,,,,
Κεντρική Μακεδονία,PikrolimniLake,40.83211,22.81423,,,,,,,,,,,,,145345,,,,,,,,,,,,
Κεντρική Μακεδονία,PikrolimniLake,40.83211,22.81423,,,,,,,,,,,,,15669,,,,,,,,,,,,
Κεντρική Μακεδονία,PikrolimniLake,40.83211,22.81423,,,,,,,,,,,,,21394,,,,,,,,,,,,
Κεντρική Μακεδονία,PikrolimniSalt,40.83211,22.81423,,,,,,,,,,,,,93617,,,,,,,,,,,,
Κεντρική Μακεδονία,PikrolimniSalt,40.83211,22.81423,,,,,,,,,,,,,259503,,,,,,,,,,,,
